,Client ID,Variation,gendr,clnt_age,start_to_step_1_mins,step_1_to_2_mins,step_2_to_3_mins,step_3_to_con_mins,total_time_mins
179174,9344005,Control,M,93.5,0.1,0.17,0.33,1.07,1.67
179179,989875,Control,M,54.5,0.28,1.93,2.65,1.65,6.52
179207,5965015,Control,F,68.5,0.45,1.13,0.52,5.2,7.3
179212,3500099,Test,F,30.0,0.32,0.05,1.15,0.28,1.52
179236,4445887,Control,U,53.0,0.93,0.53,4.92,1.55,7.93
179242,6645179,Test,U,29.5,0.18,0.8,1.13,0.93,3.05
179252,8187299,Test,U,39.5,0.33,0.35,2.47,1.12,4.27
179257,6000966,Test,U,54.5,0.38,0.63,2.0,0.75,3.47
179269,2368241,Test,F,80.5,0.2,0.83,0.88,6.88,8.8
179285,7277090,Control,F,41.0,1.28,0.35,2.83,0.37,3.57
179297,4142763,Test,F,57.5,0.1,0.28,2.25,0.72,3.35
179306,7733914,Test,M,37.5,0.72,0.28,2.27,0.7,3.97
179312,4118156,Test,U,43.5,0.13,0.35,1.85,0.6,2.93
179317,3103157,Test,F,51.5,0.57,0.12,3.65,0.78,4.83
179324,4587564,Test,U,62.0,0.15,1.92,1.43,0.58,4.08
179343,4003786,Test,U,43.5,0.48,0.15,2.83,8.63,12.1
179378,120089,Test,F,43.0,0.35,1.9,5.1,1.6,7.3
179392,4943650,Test,F,24.5,0.07,1.47,2.43,0.73,4.7
179416,34267,Control,M,74.5,0.18,0.73,0.33,0.58,1.83
179421,7397902,Test,F,65.5,0.2,0.35,0.57,1.17,2.28
179426,7746671,Test,M,61.0,0.23,0.68,0.57,1.02,2.5
179431,3793983,Test,M,66.5,0.12,1.12,0.83,0.72,2.78
179442,4304366,Control,U,25.0,0.08,0.6,1.67,1.38,3.73
179449,3855497,Control,U,30.0,2.08,1.53,1.9,2.7,6.9
179460,6623816,Test,M,39.5,0.03,0.07,0.9,0.22,1.22
179465,2392260,Test,U,59.5,0.05,0.73,0.27,0.85,1.9
179479,3018474,Test,F,77.0,1.4,1.0,1.45,0.97,3.38
179489,117457,Test,U,26.5,0.15,0.1,0.98,1.27,2.5
179497,4205704,Test,U,23.5,0.15,0.63,1.27,1.27,3.32
179503,1334820,Control,F,59.5,0.52,0.52,1.22,4.93,7.18
179508,8984930,Test,M,57.0,0.42,0.53,1.27,0.73,2.37
179522,5231727,Test,F,62.5,0.32,0.75,1.12,3.72,5.9
179535,6091101,Test,U,66.0,0.4,0.23,0.35,0.48,1.3
179587,3398629,Control,U,35.5,0.92,0.25,0.87,1.3,2.37
179596,6905071,Test,M,71.5,0.33,0.22,0.65,1.42,2.62
179601,2769726,Control,F,43.0,0.37,0.2,5.4,0.5,6.47
179606,7725213,Control,U,63.0,0.15,0.27,0.3,0.82,1.53
179621,7102262,Control,U,39.0,0.08,0.3,1.0,0.25,1.63
179631,2409622,Control,M,54.0,0.2,0.42,2.15,0.4,3.17
179664,365203,Test,F,33.5,0.38,0.25,1.48,0.8,2.85
179671,1753466,Test,U,30.5,0.27,0.48,6.17,0.72,7.1
179699,2765586,Test,F,33.5,1.28,3.43,0.32,0.4,4.5
179742,4332924,Test,U,28.0,0.48,0.65,2.32,0.67,3.87
179751,9616732,Control,F,72.5,0.13,1.15,0.63,1.95,3.87
179757,2531827,Test,F,47.0,0.17,0.35,1.7,0.55,2.77
179795,3166313,Control,M,36.0,1.38,0.33,1.27,0.38,2.23
179808,7295005,Control,F,30.0,0.65,4.18,0.15,1.72,6.7
179816,2417189,Test,F,33.5,0.72,0.67,1.47,0.52,2.82
179827,2262377,Test,F,42.5,0.08,0.5,2.08,0.02,2.68
179862,6106095,Control,M,26.0,0.18,0.8,0.75,0.28,2.02
179867,8810251,Test,U,43.5,0.37,0.6,2.58,0.75,4.3
179873,6020027,Control,F,47.0,0.18,0.25,1.3,0.53,2.27
179881,50325,Test,F,61.5,0.12,0.82,0.45,1.12,2.5
179886,6300654,Test,F,50.5,0.32,0.15,1.47,2.25,4.0
179893,3086953,Test,F,50.0,0.18,0.18,1.93,1.2,3.5
179911,1726128,Test,U,35.5,0.13,0.37,0.45,0.72,1.67
179946,5552984,Test,F,48.5,0.13,1.23,0.45,1.42,3.23
179954,1247219,Test,U,46.5,2.03,1.05,3.25,1.78,8.12
179968,7334944,Test,F,57.5,0.13,1.1,0.9,1.57,3.7
179973,7961086,Test,F,58.5,1.98,0.12,1.7,5.33,7.25
179981,841843,Control,F,44.5,0.62,1.15,1.6,0.47,3.53
179996,4143462,Control,F,32.5,0.37,0.17,0.52,1.28,2.33
180008,5821086,Test,M,63.5,0.33,0.53,1.6,8.93,11.4
180015,4002069,Control,M,44.5,0.12,0.63,6.02,1.38,8.15
180021,2593577,Control,M,61.0,2.12,0.93,3.7,0.55,2.8
180045,9540266,Test,U,60.5,0.17,0.22,2.62,0.88,3.88
180073,5599473,Control,M,53.0,0.12,0.15,1.17,1.05,2.48
180078,7031553,Test,M,34.5,0.77,0.38,1.0,0.37,2.52
180091,6076607,Test,M,66.5,0.23,0.3,0.53,0.68,1.58
180114,7767796,Control,F,55.5,0.52,3.13,0.45,0.82,4.92
180123,4588065,Test,U,39.5,0.93,0.13,1.05,0.43,1.72
180136,2513132,Control,F,47.5,0.17,0.63,1.33,2.4,4.53
180145,3617339,Test,U,28.5,0.77,0.25,1.5,0.62,3.13
180150,5232551,Control,F,44.5,0.27,0.15,0.35,0.77,1.53
180159,9413608,Control,M,26.5,1.08,0.32,1.43,0.57,3.4
180164,3264886,Test,U,56.5,0.1,0.43,1.08,1.8,3.42
180169,4346422,Test,U,27.5,0.25,0.65,0.87,0.3,1.88
180184,6985,Control,U,61.5,0.58,0.77,0.85,3.32,5.52
180190,3394384,Test,M,63.5,0.7,0.32,1.23,1.27,3.52
180195,5492036,Control,F,52.0,0.07,0.2,1.47,0.28,2.02
180202,765501,Control,M,50.5,0.43,1.23,2.22,0.85,4.73
180207,6791214,Control,U,25.5,0.5,0.25,1.72,1.35,2.2
180217,2063805,Control,F,34.5,0.63,0.3,0.57,1.48,2.27
180225,1402579,Test,U,22.5,0.12,0.45,0.83,1.15,2.55
180251,4625653,Control,M,59.5,2.07,0.97,0.92,7.37,11.25
180258,7650783,Test,U,49.5,0.22,1.07,0.95,1.32,3.55
180266,2499274,Test,M,45.5,0.17,0.37,4.48,0.42,1.5
180275,8248690,Test,U,28.5,0.08,0.22,1.22,0.3,1.82
180280,8682715,Control,M,61.0,0.27,0.58,1.67,1.57,4.08
180288,8845667,Control,U,42.5,0.4,0.08,0.68,2.28,3.45
180293,5830049,Test,U,64.5,0.18,0.45,0.65,2.9,4.18
180302,4189284,Control,U,24.5,0.25,0.42,2.98,0.5,1.87
180311,7830123,Control,F,33.5,0.1,0.28,0.2,1.78,2.37
180316,5429994,Control,F,23.5,0.4,0.12,1.17,0.88,2.33
180330,8785403,Test,M,72.5,1.4,0.45,0.67,3.32,5.83
180335,2782026,Test,M,50.5,0.13,0.27,0.83,1.25,2.48
180362,8368488,Control,U,23.5,0.2,0.2,1.52,0.9,2.82
180402,2651167,Test,F,29.5,1.62,0.28,0.78,0.62,3.3
180407,7592023,Control,U,24.5,0.12,0.13,0.6,0.93,1.78
180412,1950444,Test,M,42.0,0.07,0.08,1.15,2.12,3.42
180417,610835,Test,F,29.5,0.05,0.57,0.6,0.33,1.55
180422,7181622,Control,U,60.0,0.28,0.38,0.73,0.8,2.2
180442,5777462,Test,M,59.5,0.15,0.18,0.98,0.72,2.03
180458,4346799,Test,U,20.5,0.57,2.32,1.43,0.63,4.95
180465,4073412,Control,F,51.0,0.25,0.25,1.52,0.47,2.48
180480,2557009,Control,M,28.5,0.08,0.22,0.57,0.73,1.6
180485,9352538,Test,M,57.5,0.15,0.28,0.85,1.22,2.5
180490,6826954,Control,U,41.5,0.43,0.2,8.55,1.72,10.9
180495,2371536,Control,U,41.5,0.17,0.1,2.0,1.6,3.87
180500,1154898,Test,M,68.5,0.48,0.8,1.13,1.45,3.87
180505,2819916,Test,M,34.0,1.02,0.08,1.15,0.42,1.75
180515,8062084,Test,U,30.0,0.12,0.1,1.32,0.28,1.82
180525,5902718,Test,M,66.5,1.98,1.25,1.5,4.38,9.12
180530,9659583,Test,M,22.5,0.08,0.2,1.38,0.68,2.35
180535,3790766,Control,U,26.5,0.2,0.22,1.65,0.78,1.68
180546,4405328,Control,U,58.5,0.45,0.4,2.73,1.85,5.22
180562,3170122,Test,F,49.5,0.07,0.25,2.07,0.5,2.88
180568,2585770,Control,U,37.5,0.13,0.12,1.03,0.7,1.98
180581,8598149,Control,M,18.5,0.37,0.12,0.55,0.87,1.9
180586,768793,Control,M,45.5,0.07,0.3,0.8,0.77,1.93
180635,1595410,Test,F,24.5,1.97,0.25,1.35,0.5,2.55
180642,8825647,Control,U,32.5,0.28,0.35,1.78,0.52,2.93
180661,3325600,Test,F,61.5,0.13,0.52,0.47,1.25,2.37
180666,483041,Control,M,63.0,0.32,1.78,0.68,0.47,1.18
180675,9980320,Test,F,51.5,0.42,0.6,0.38,1.75,3.15
180681,2118118,Test,U,25.0,0.53,2.9,6.13,0.28,2.45
180698,4605001,Test,M,60.5,0.37,0.37,2.78,1.15,4.67
180703,6316734,Control,M,42.0,0.08,0.65,1.5,1.43,3.67
180737,1302101,Control,M,28.0,0.08,0.32,0.68,0.3,1.38
180742,305251,Test,M,27.5,0.18,0.47,0.67,1.2,2.38
180751,6605571,Test,F,31.5,0.18,0.2,0.78,0.32,1.42
180758,493311,Control,M,53.0,0.07,0.33,9.1,0.4,9.9
180765,8382404,Control,F,65.5,0.48,0.8,2.12,4.1,7.5
180770,5468964,Control,U,32.5,0.28,0.38,1.13,1.8,3.6
180781,6017862,Control,F,46.5,0.15,0.18,0.38,2.13,2.85
180786,5124158,Test,F,57.0,0.22,0.4,1.05,0.62,2.28
180800,1327847,Control,U,28.0,0.53,0.55,1.15,0.38,2.62
180805,3351420,Control,U,64.5,1.73,0.73,0.45,2.7,4.17
180821,4681803,Control,M,57.0,0.07,0.23,0.32,0.37,0.98
180828,510186,Test,F,28.5,1.7,0.17,0.47,0.53,2.7
180847,1622925,Test,M,55.5,0.1,0.63,0.75,0.92,2.4
180863,671304,Control,F,58.5,0.2,0.47,1.27,0.78,2.72
180895,5675982,Control,M,47.5,0.48,0.13,1.27,6.73,8.22
180918,9965685,Test,F,48.5,0.1,0.3,0.53,0.4,1.33
180935,7616759,Control,,,0.2,0.37,1.1,0.43,2.03
180959,946577,Control,U,53.0,0.52,1.25,2.65,6.45,9.88
180994,2711126,Control,M,65.5,0.12,1.53,1.33,4.67,7.65
181000,3411294,Test,F,52.5,0.1,0.47,4.38,2.82,7.77
181006,1228964,Test,U,31.0,0.12,0.32,1.05,0.32,1.73
181013,9684674,Control,U,24.5,0.68,0.23,1.85,4.82,7.58
181023,2308460,Test,M,33.0,0.25,0.2,2.0,0.9,3.35
181028,2826729,Test,F,72.5,0.23,1.0,2.65,3.05,6.93
181035,9620424,Test,M,36.5,0.55,0.38,2.0,2.0,4.93
181040,3700934,Control,F,24.0,0.58,0.72,2.32,0.6,2.03
181049,5656171,Control,U,32.5,0.17,0.15,1.45,0.45,2.22
181075,4148066,Test,U,45.5,0.83,0.13,1.22,0.93,3.02
181083,353727,Control,M,21.5,1.2,0.17,2.07,0.8,4.23
181116,5132385,Test,F,20.5,0.17,0.1,0.9,0.73,1.9
181121,3961127,Test,U,41.5,0.77,0.3,1.32,0.43,2.82
181140,1996689,Control,F,52.5,0.42,0.48,0.8,6.95,8.33
181161,1286768,Test,U,22.5,0.13,0.33,1.12,0.37,1.95
181166,6660436,Test,F,59.5,0.32,0.57,2.87,3.75,7.5
181189,9296989,Control,F,26.0,0.28,0.1,0.75,0.78,1.92
181216,5574967,Control,F,56.5,0.47,0.2,0.92,2.87,4.45
181222,3154259,Control,M,57.5,1.08,0.18,0.72,5.13,7.12
181227,5316407,Control,M,49.5,0.43,1.3,1.25,1.57,4.55
181236,2684004,Control,F,70.5,1.95,1.17,1.65,1.72,2.92
181268,644625,Test,U,60.5,1.55,1.32,2.08,6.93,10.78
181285,2856778,Test,U,56.5,0.42,1.47,0.65,0.78,3.32
181291,8957815,Control,U,63.5,1.18,1.7,1.75,1.85,6.48
181297,4014888,Control,F,62.5,0.7,0.43,0.38,0.48,2.0
181302,5565651,Control,U,28.5,0.2,0.18,0.82,3.0,3.97
181313,1640739,Test,M,44.0,1.48,1.87,2.83,1.25,4.75
181323,2655180,Control,F,59.0,0.28,0.85,2.1,1.7,4.93
181332,7493843,Control,M,60.0,1.4,0.28,3.5,1.05,5.92
181339,4401660,Control,M,44.5,0.12,0.18,2.18,0.8,3.28
181344,7623407,Test,U,55.5,0.48,0.35,2.47,2.22,5.3
181364,1263417,Test,M,40.0,0.17,0.18,1.35,0.28,1.98
181369,648162,Control,U,29.5,0.22,0.53,3.13,0.38,0.93
181379,475258,Control,F,50.5,1.13,0.8,3.63,4.35,9.92
181386,8254556,Test,U,48.5,0.47,0.22,3.88,0.48,1.85
181396,9006100,Test,U,62.5,0.8,3.18,0.95,3.27,8.2
181402,7136865,Control,U,67.0,0.33,0.43,1.35,5.38,7.5
181408,8370440,Test,F,39.5,0.23,0.15,1.08,2.28,3.75
181413,5467564,Control,U,55.5,0.65,0.33,6.22,3.83,7.63
181458,7561139,Control,F,40.5,0.2,0.1,1.12,1.45,2.87
181501,7847129,Test,M,28.5,0.13,0.28,2.07,0.38,2.87
181517,4572747,Control,M,45.5,0.55,0.68,2.08,1.8,5.12
181522,4653790,Test,M,41.0,0.25,0.35,0.78,0.47,1.85
181527,170507,Control,M,67.5,1.0,1.57,0.7,3.48,6.75
181557,6855025,Test,F,23.5,0.08,1.07,1.07,5.1,7.32
181575,3797928,Control,F,67.5,1.47,0.55,0.55,1.63,3.52
181594,1242903,Test,M,37.0,0.12,0.43,0.85,0.25,1.65
181609,6734072,Control,U,38.5,0.78,7.97,1.92,1.48,12.15
181615,9642796,Test,M,32.5,0.1,0.68,1.17,0.73,2.68
181637,285338,Test,F,33.0,0.05,0.08,1.28,0.97,2.38
181647,229500,Control,F,35.0,1.67,0.7,2.95,0.58,5.65
181689,726659,Test,U,21.5,0.15,0.3,1.13,0.43,2.02
181705,5968386,Test,M,31.0,0.23,0.13,0.55,0.62,1.4
181712,948952,Test,M,37.5,0.33,0.23,4.1,0.48,5.15
181719,2426068,Test,U,55.5,0.35,0.62,0.4,0.87,2.23
181724,5258191,Test,F,29.5,0.08,0.1,0.92,0.32,1.42
181730,6528295,Control,F,58.5,0.5,1.67,1.1,2.25,5.52
181741,2541695,Test,U,31.5,0.05,0.37,0.47,0.3,1.18
181747,9050950,Control,M,40.5,0.1,0.35,0.9,1.03,2.38
181752,8617715,Control,M,74.5,0.93,1.55,1.73,6.45,10.67
181760,9376975,Control,F,59.5,1.1,1.72,2.32,3.77,8.9
181772,9027485,Test,M,51.0,0.15,0.4,2.38,1.3,4.23
181777,6491644,Control,M,29.5,0.28,0.28,1.1,1.48,3.02
181828,5935080,Test,U,55.5,0.08,0.23,0.92,1.63,2.87
181833,9389266,Test,M,41.5,0.58,0.7,1.12,0.58,2.98
181844,6534022,Test,U,26.0,0.12,0.2,0.3,0.32,0.93
181854,8239889,Control,F,22.5,0.08,0.12,1.55,1.68,3.43
181859,6189850,Test,F,70.5,0.1,1.7,0.85,4.37,7.02
181866,5779665,Test,F,72.5,0.08,0.52,0.63,2.02,3.25
181882,21353,Control,F,77.5,0.37,1.68,0.82,1.38,4.25
181892,5867763,Test,M,59.5,0.7,0.77,0.45,0.52,1.95
181899,2891163,Control,F,67.5,0.8,0.6,0.85,4.65,6.9
181937,9141990,Control,M,39.0,0.1,0.28,1.15,0.27,1.8
181959,8016176,Test,U,21.5,0.63,0.77,1.0,0.5,2.9
181973,6741997,Control,F,40.5,0.42,0.38,1.2,0.82,2.75
181980,372698,Control,U,44.0,0.35,0.22,4.17,0.63,5.37
181991,4067691,Test,M,54.0,0.27,0.93,3.83,1.67,6.7
181999,7270372,Control,M,62.5,0.52,1.45,2.4,0.92,5.28
182020,9787927,Test,M,31.5,0.08,0.78,1.35,0.7,2.92
182034,7333606,Test,U,53.5,0.17,0.6,0.37,3.52,4.65
182040,2684246,Control,U,44.5,0.67,0.9,1.87,2.23,5.67
182045,3677500,Test,U,24.5,0.07,0.18,1.58,0.53,2.37
182050,2408060,Control,M,43.0,0.22,0.1,0.88,0.28,1.3
182071,5077676,Control,M,55.5,0.6,1.12,1.03,1.65,4.4
182076,4661376,Test,M,33.5,1.13,1.48,0.68,0.28,2.48
182112,8373117,Test,M,52.5,1.95,0.53,1.2,0.87,4.47
182125,1363220,Control,M,56.0,0.78,0.18,1.97,1.07,3.82
182132,1752038,Control,F,86.5,0.08,0.4,0.23,0.62,1.33
182137,5081291,Test,F,33.5,0.12,0.08,0.33,5.97,6.5
182142,2983465,Test,F,63.5,0.63,0.83,1.15,4.33,6.95
182147,7445362,Test,M,46.0,0.08,0.2,0.87,1.25,2.4
182152,8236198,Control,F,44.5,0.22,0.93,1.23,0.52,2.82
182160,6584723,Control,M,28.5,0.18,0.15,1.58,0.3,1.18
182186,8975963,Control,U,27.5,0.85,0.73,1.07,0.63,2.35
182196,9772437,Control,F,56.5,0.28,0.82,0.57,1.02,2.68
182201,7036563,Test,F,63.5,0.12,0.82,0.38,1.73,3.05
182206,7218587,Control,M,44.5,0.2,0.95,2.57,1.22,4.93
182248,5292870,Test,F,29.5,0.23,1.32,2.75,1.22,2.58
182258,5683989,Test,M,47.5,0.27,0.17,1.1,0.48,2.02
182270,3517900,Control,M,27.5,0.37,0.08,0.8,0.85,2.1
182275,2081736,Control,U,59.5,0.25,0.33,1.53,1.23,3.35
182283,2529019,Control,M,58.0,0.22,0.28,1.58,1.48,3.57
182353,7677128,Control,M,49.5,0.1,0.15,3.05,0.92,4.22
182390,5472122,Test,F,59.5,0.13,0.42,1.38,1.87,3.8
182395,8403485,Test,F,25.5,0.08,0.17,0.53,0.3,1.08
182400,4457807,Test,U,66.0,0.22,0.42,0.4,0.52,1.55
182405,8441811,Test,F,60.5,0.3,0.67,0.62,3.93,5.52
182412,3955964,Control,U,25.5,0.1,0.58,1.08,4.7,6.47
182418,6862397,Control,U,27.0,0.6,0.08,1.05,0.82,2.55
182424,3047764,Control,M,27.5,0.27,0.1,1.25,0.92,2.53
182441,200598,Test,U,49.0,0.25,0.78,1.68,1.37,4.08
182447,8014474,Control,M,40.5,0.13,0.15,2.17,0.62,3.07
182452,1192394,Control,F,34.5,0.17,0.12,3.15,3.7,7.13
182457,3880791,Test,M,46.5,0.18,0.12,0.93,0.5,1.6
182475,1697258,Test,M,30.5,0.07,0.08,1.05,0.32,1.52
182480,2714945,Control,U,27.5,0.88,0.58,0.83,0.48,2.38
182490,1542714,Control,F,52.5,0.52,1.58,1.1,3.12,6.32
182497,4355856,Test,F,44.5,0.43,0.18,1.18,1.07,2.87
182502,723583,Test,M,58.5,0.12,1.02,6.28,0.68,8.1
182508,407327,Control,U,30.5,0.82,1.45,6.82,0.82,6.1
182528,1810442,Test,U,35.5,0.13,0.68,0.57,2.62,4.0
182574,9554795,Test,F,43.5,0.13,0.5,0.88,2.08,3.6
182579,5156210,Test,U,24.5,0.12,0.08,0.85,0.4,1.38
182587,643892,Control,U,31.0,0.18,0.25,0.7,0.35,1.48
182592,8403671,Control,M,67.5,1.03,1.75,1.55,0.98,5.32
182600,221779,Test,M,36.5,0.15,1.12,1.05,1.37,3.68
182617,8802310,Control,M,29.5,0.53,0.32,2.2,1.47,4.52
182624,4279215,Test,F,59.5,0.1,0.17,0.87,0.55,1.68
182629,2722728,Test,F,33.0,1.85,1.68,2.13,0.48,4.5
182673,763479,Test,F,22.5,0.17,0.05,1.38,0.27,1.73
182697,6209729,Test,F,38.0,1.87,0.32,2.08,1.5,3.97
182705,9534462,Control,M,44.5,1.02,2.6,6.63,3.05,8.62
182714,5801163,Control,U,25.0,0.07,0.27,0.35,0.48,1.17
182729,3100769,Control,M,41.0,0.18,0.58,2.4,0.63,3.8
182741,2769178,Control,U,32.0,0.88,0.45,2.53,0.52,2.28
182764,2263285,Test,M,63.5,1.28,1.02,0.57,1.68,4.33
182773,7588380,Control,U,48.5,0.48,0.82,2.15,1.33,4.78
182788,4630439,Test,M,28.0,0.33,0.33,2.77,8.75,12.18
182797,7020198,Control,F,51.0,1.53,1.38,8.2,0.68,4.38
182812,4608096,Control,U,31.5,0.23,0.08,1.35,0.87,2.53
182820,3941993,Control,U,30.5,0.33,0.23,1.33,0.95,2.85
182825,1909002,Control,U,25.0,0.08,0.35,1.08,0.25,1.77
182830,8576266,Control,M,58.5,0.08,0.18,1.08,0.62,1.97
182835,8981928,Test,M,51.0,0.08,0.28,1.28,0.48,2.13
182840,9628857,Control,F,35.5,0.37,0.63,1.15,3.35,5.5
182850,809578,Test,M,25.5,0.62,0.27,1.45,4.68,5.45
182864,9912563,Control,F,34.5,0.73,0.27,3.57,1.97,6.53
182870,1077479,Test,U,40.5,0.15,0.73,1.7,0.97,3.55
182883,3346987,Test,F,64.5,0.8,0.75,1.55,5.6,6.67
182895,6233209,Test,M,64.5,0.08,0.68,1.62,0.7,3.08
182900,5154838,Test,U,27.5,0.08,0.15,1.72,0.4,2.35
182917,3553567,Test,F,43.5,1.9,0.52,1.63,0.38,2.32
182933,7426124,Test,U,25.5,0.52,1.28,2.73,1.95,6.02
182940,7378754,Control,U,65.5,1.38,0.83,0.58,3.38,6.18
182955,168266,Test,M,56.5,0.65,35.5,1.4,0.73,4.2
182963,8788056,Test,F,83.5,0.2,0.42,0.38,4.58,5.58
182969,5071488,Control,F,44.0,0.18,0.47,1.3,8.75,10.7
182976,260843,Test,F,62.0,0.07,0.5,1.48,0.53,2.58
182994,9192401,Control,U,65.5,0.5,2.12,0.9,1.25,4.77
183001,6915006,Test,F,54.5,0.15,0.55,2.7,0.78,4.18
183014,545252,Control,U,27.0,0.17,0.42,2.02,1.02,3.62
183019,6844069,Control,F,30.5,0.62,1.38,1.85,1.52,5.37
183037,9323446,Control,M,56.5,0.32,0.57,2.03,1.25,4.17
183064,6780970,Test,M,42.0,0.28,0.18,1.7,2.4,4.45
183079,9158093,Control,F,59.5,1.25,0.9,2.57,4.12,8.83
183098,6937976,Test,M,39.5,0.22,0.72,8.97,4.47,6.12
183116,225103,Control,U,32.5,0.25,0.23,3.2,0.95,4.63
183152,825006,Control,U,29.5,0.08,0.07,1.17,1.07,2.38
183191,5456641,Test,U,62.5,0.22,0.37,0.75,0.43,1.77
183223,6663225,Control,F,40.5,0.08,0.92,1.37,1.17,3.53
183229,193111,Test,F,40.0,0.45,0.78,2.32,0.38,3.02
183257,5845981,Test,U,51.5,0.15,0.67,1.13,0.8,2.75
183262,7124527,Control,F,25.5,0.13,0.08,0.88,1.17,2.27
183267,2585001,Test,F,40.0,0.33,0.33,1.87,0.68,3.22
183272,4008010,Control,F,33.5,0.27,0.07,0.95,0.02,1.3
183293,5360956,Control,M,33.5,0.28,0.73,1.53,1.22,3.65
183307,6160780,Test,U,27.5,0.17,0.53,0.7,5.68,7.08
183315,3413149,Test,M,53.5,0.28,1.53,2.32,4.63,8.77
183320,9434878,Test,M,70.5,2.12,0.52,0.7,4.77,8.1
183325,5147197,Control,F,63.5,0.35,0.37,0.65,2.38,3.75
183358,9955650,Test,F,58.5,0.77,1.22,3.88,3.1,4.45
183374,9750722,Test,U,31.0,2.1,0.22,1.08,2.7,6.0
183382,9696002,Control,U,33.5,0.68,0.25,3.62,3.42,7.97
183398,9201597,Control,F,30.5,0.22,0.07,0.32,0.62,1.08
183405,8212752,Test,F,72.0,0.12,0.45,0.62,2.38,3.57
183414,9037504,Test,U,21.5,0.32,0.25,2.33,0.48,3.38
183426,9975849,Control,F,55.5,0.53,1.2,2.05,0.82,4.6
183441,3331216,Test,U,30.5,0.05,0.18,0.35,0.53,1.12
183446,9993047,Control,M,55.0,0.42,0.38,1.38,0.68,2.87
183451,268972,Control,M,59.5,0.48,0.75,2.52,2.45,6.07
183459,5734300,Test,F,30.5,0.13,0.12,0.33,0.32,0.9
183492,5534058,Control,F,52.5,0.42,0.45,1.57,1.78,4.22
183505,3242161,Test,U,84.5,0.93,0.58,2.08,2.75,6.35
183517,858812,Test,M,61.5,2.05,0.53,1.37,0.58,2.77
183527,6195723,Control,U,31.5,0.3,0.12,1.33,1.85,3.6
183544,8682571,Test,U,25.5,0.05,0.47,0.65,0.28,1.45
183549,87424,Test,F,29.5,0.12,1.12,2.12,0.8,4.15
183554,374721,Control,F,35.5,0.52,0.23,1.17,0.78,2.7
183559,8705320,Control,M,44.0,0.08,0.12,1.28,2.42,3.9
183613,1146699,Control,U,40.5,0.23,0.8,1.6,1.38,4.02
183618,6740819,Control,F,39.5,0.53,1.38,0.37,1.3,3.58
183630,872056,Control,U,61.5,0.35,0.55,0.97,4.35,5.17
183655,215661,Test,U,52.0,0.1,0.63,1.25,0.67,2.65
183660,4869842,Test,U,33.5,0.33,1.23,1.13,4.57,6.98
183669,3176993,Control,F,34.5,0.2,1.12,1.68,3.35,6.35
183680,8257141,Test,U,42.5,0.12,0.2,1.03,0.33,1.68
183685,3701915,Test,U,33.5,0.83,4.52,1.37,0.83,7.55
183690,6720587,Control,F,71.5,0.83,1.03,0.9,1.47,4.23
183699,8280317,Control,M,50.5,0.08,2.3,1.73,0.67,4.78
183723,5557300,Test,M,24.5,0.07,0.23,3.85,0.38,4.53
183728,617840,Control,F,49.5,0.62,0.2,1.42,6.42,8.65
183734,8018733,Control,U,62.0,0.23,0.38,0.75,0.58,1.95
183740,8745059,Control,U,17.5,0.13,0.08,0.72,0.43,1.37
183745,4486322,Control,M,29.5,0.18,0.1,1.12,0.38,1.78
183764,2901726,Control,F,59.5,0.8,0.6,3.47,0.02,4.88
183775,2227212,Test,M,71.5,1.1,2.33,0.67,1.98,6.08
183784,2689878,Test,U,18.5,0.32,0.13,0.68,0.97,2.1
183794,5828768,Control,U,29.0,0.2,0.98,3.47,1.18,5.83
183805,8149214,Control,F,31.5,0.07,0.23,1.02,0.67,1.98
183810,9002251,Control,U,28.5,0.32,0.25,1.15,1.73,3.45
183835,448522,Test,M,69.5,0.13,0.15,1.13,1.3,2.72
183876,4443918,Test,F,45.5,0.13,0.43,0.5,0.68,1.75
183881,2848615,Control,F,36.5,0.55,0.42,2.27,0.73,3.97
183900,3426724,Test,M,28.5,0.15,0.33,1.33,1.32,3.13
183912,5160270,Test,U,25.5,0.15,0.4,1.07,0.62,2.23
183924,7465113,Test,U,57.0,1.33,1.28,1.37,0.77,3.28
183939,6504017,Control,F,40.5,1.03,0.15,2.07,2.07,5.32
183944,5938067,Test,U,28.5,0.05,0.15,1.03,0.53,1.77
183954,5312890,Test,F,74.0,0.4,1.4,0.52,0.43,1.92
183967,7819778,Test,F,32.0,0.15,0.37,1.17,0.32,2.0
184017,7352376,Control,M,59.5,0.25,1.97,0.7,1.13,4.05
184023,1564878,Test,M,27.5,0.27,0.13,2.02,1.1,3.52
184038,3836030,Control,F,64.0,1.82,0.62,0.73,3.82,6.17
184055,965093,Control,U,65.5,0.72,0.22,0.67,4.02,5.62
184073,8666599,Control,M,36.5,0.15,0.12,1.47,0.02,1.75
184085,2076943,Test,U,35.5,0.15,0.15,1.07,0.52,1.88
184110,766464,Test,F,49.0,0.5,0.25,3.35,1.13,5.23
184117,5622776,Control,U,50.5,0.62,0.15,6.4,1.68,8.85
184134,3430793,Test,F,61.5,0.2,0.2,0.5,1.3,2.13
184142,7787757,Test,U,43.5,0.93,0.5,1.22,0.67,3.32
184147,4479820,Test,U,74.5,0.63,0.17,0.5,2.78,4.08
184152,7296988,Test,U,31.5,0.18,0.2,0.83,0.98,2.2
